id	sections	english
200:$6506	monster_notebook_descriptions	Holds grudges beyond belief.<br>It forgot how they all began.
200:$652A	monster_notebook_descriptions	Flees furiously if approached.<br>Defeat it for a dropped item.
200:$654C	monster_notebook_descriptions	Rings its bell to call allies.<br>Changes its wig every month.
200:$6570	monster_notebook_descriptions	Its body makes you wonder.<br>Maybe it lazes around at home.
200:$6595	monster_notebook_descriptions	Delicious when defeated.<br>Salad, cake, pudding--yes!
200:$65B9	monster_notebook_descriptions	The greatest old man of all.<br>King of all oyaji.
200:$65DE	monster_notebook_descriptions	Masterful grip, Nigiri Master.<br>Now it is Onigiri paradise.
200:$65FE	monster_notebook_descriptions	Curses four of your items.<br>Annoyance level: a full 100.
200:$6623	monster_notebook_descriptions	Its level has risen, and now<br>absolutely anything goes...
200:$6642	monster_notebook_descriptions	A forbidden lethal weapon.<br>It wounds all that it touches.
200:$6663	monster_notebook_descriptions	Undefined (Bug)
200:$666E	monster_notebook_descriptions	Stench beyond natural limits?!<br>It shows how precious life is.
200:$668F	monster_notebook_descriptions	Throws stones endlessly.<br>Flightless pigs are best.
200:$66B4	monster_notebook_descriptions	Attacks with mighty flames.<br>One hit leaves you charred.
200:$66D5	monster_notebook_descriptions	May blow away your items.<br>Beyond danger, it is awful.
200:$66F8	monster_notebook_descriptions	Rushes in to attack quickly.<br>Its scythe is of finest make.
200:$671E	monster_notebook_descriptions	A serious thief, as expected.<br>Steals items and buries them.
200:$6742	monster_notebook_descriptions	Throws Sedating Grass.<br>Its head is thick with weeds.
200:$6766	monster_notebook_descriptions	May leave you confused.<br>Its cute back charms all.
200:$6787	monster_notebook_descriptions	Sometimes lulls you to sleep.<br>Its soft voice charms elders.
200:$67A7	monster_notebook_descriptions	Steals an item, then warps.<br>May even sell what it stole.
200:$67CB	monster_notebook_descriptions	Gulp Leech drains Strength.<br>Its drinking makes you writhe.
200:$67EE	monster_notebook_descriptions	May be disguised as an item.<br>No moon, no dancing.
200:$680E	monster_notebook_descriptions	Reflects staff effects wildly.<br>It is best not to use a staff.
200:$6832	monster_notebook_descriptions	Quickly and cleverly digs on.<br>Walls forever.
200:$6855	monster_notebook_descriptions	All bones, yet it leaves Meat.<br>Suck it clean to the marrow.
200:$687A	monster_notebook_descriptions	Waits still until you approach.<br>Sometimes it really is asleep.
200:$689D	monster_notebook_descriptions	Lowers your maximum Fullness.<br>Fugu shabu... Simmered fugu...
200:$68C1	monster_notebook_descriptions	Looks tempting, but is a bomb.<br>A colossal blast soon follows.
200:$68E5	monster_notebook_descriptions	Copies monsters on its floor.<br>It idolizes Leaping Egg.
200:$6908	monster_notebook_descriptions	Hurls bombs without mercy.<br>It always blazes with rage.
200:$692D	monster_notebook_descriptions	Attacks by launching its face.<br>It thinks itself the dandiest.
200:$6954	monster_notebook_descriptions	Exploits monsters with skill.<br>A cunning kangaroo.
200:$6976	monster_notebook_descriptions	Combines four items at once.<br>They emerge smelling of sauce.
200:$699E	monster_notebook_descriptions	Undefined (Bug)
200:$69A9	monster_notebook_descriptions	Leaves a Trap when defeated.<br>A splendid, dishonorable ninja.
200:$69C9	monster_notebook_descriptions	So bored, it discusses<br>its boredom with its allies.
200:$69EB	monster_notebook_descriptions	Halves your attack power.<br>It is more of an infighter.
200:$6A0F	monster_notebook_descriptions	A violent throwing brute.<br>It once haunted dreams.
200:$6A36	monster_notebook_descriptions	Weakens item special powers.<br>It stinks and weakens things...
200:$6A58	monster_notebook_descriptions	Reflects anything you throw.<br>A terribly sensitive lord.
200:$6A77	monster_notebook_descriptions	Excels at blinding attacks.<br>Sweet squid sushi--superb!
200:$6A99	monster_notebook_descriptions	Brat Mage: bang, bang!<br>Smashes all: bam, crack, ow!
200:$6ABF	monster_notebook_descriptions	Blesses items it swallows.<br>A rather useful ability.
200:$6AE3	monster_notebook_descriptions	Its Meat is safe to eat.<br>Edible... but it is still a fly.
200:$6B02	monster_notebook_descriptions	Eat its Meat to move Stairs.<br>Make good use of that ability.
200:$6B26	monster_notebook_descriptions	A monster with poor eyesight.<br>It takes vitamin A.
200:$6B49	monster_notebook_descriptions	Thrown items cannot hit it.<br>Sometimes, retreat matters.
200:$6B6E	monster_notebook_descriptions	Somehow it always dodges you.<br>You may want to grab its robe.
200:$6B91	monster_notebook_descriptions	It loves funeral rites.<br>You may want to pray with it.
200:$6BB7	monster_notebook_descriptions	Steals a Pot and runs away.<br>You can only laugh in rage.
200:$6BDB	monster_notebook_descriptions	Takes and throws your item.<br>Even those round eyes throw.
200:$6BFF	monster_notebook_descriptions	Strong, painful, and enraging.<br>Crab paste, sashimi, porridge.
200:$6C22	monster_notebook_descriptions	Its name sounds desperate.<br>It knows no friend or foe.
200:$6C41	monster_notebook_descriptions	Its even stronger kick still<br>rubs everyone the wrong way.
200:$6C64	monster_notebook_descriptions	Pesters others without end.<br>It is too bored to care now.
200:$6C82	monster_notebook_descriptions	Top-class attack and defense.<br>The mastermind has secrets.
200:$6CA6	monster_notebook_descriptions	Monkey ears and tail, as ever.<br>It hates being looked down on.
200:$6CC7	monster_notebook_descriptions	The number one Chintala.<br>Yet it still keeps dawdling.
200:$6CEA	monster_notebook_descriptions	Uses a Quarter Staff on you.<br>It clings tightly to this role.
200:$6D0D	monster_notebook_descriptions	Undefined (Bug)
200:$6D18	monster_notebook_descriptions	Undefined (Bug)
200:$6D23	monster_notebook_descriptions	Undefined (Bug)
200:$6D2E	monster_notebook_descriptions	A foodie who copies others.<br>Its favorite is Scurry Egg.
200:$6D53	monster_notebook_descriptions	Its two tails can also sing.<br>A popular dungeon songstress.
200:$6D79	monster_notebook_descriptions	Meditates with a sickly face.<br>The training is not too hard.
200:$6D9E	monster_notebook_descriptions	Laments many things, mostly<br>the littering of empty cans.
200:$6DC1	monster_notebook_descriptions	Resents all living wanderers.<br>Its hatred never ends.
200:$6DE2	monster_notebook_descriptions	<empty>
200:$6DE3	monster_notebook_descriptions	<empty>
200:$6DE4	monster_notebook_descriptions	<empty>
200:$6DE5	monster_notebook_descriptions	<empty>
200:$6DE6	monster_notebook_descriptions	<empty>
200:$6DE7	monster_notebook_descriptions	<empty>
201:$4094	monster_meat_descriptions	<empty>
201:$4095	monster_meat_descriptions	<26>Mamel Meat<26><br>Eat it to transform<br>into Mamel.
201:$40B3	monster_meat_descriptions	<26>Bow Boy Meat<26><br>Eat it to transform<br>into Bow Boy.<br><26>Ability<26><br>Can shoot Wooden Arrows.
201:$40E5	monster_meat_descriptions	<26>Taur Meat<26><br>Eat it to transform into Taur.<br><26>Ability<26><br>May land a critical hit.
201:$4122	monster_meat_descriptions	<26>Healer Rabbit Meat<26><br>Eat it to transform<br>into Healer Rabbit.<br><26>Ability<26><br>Can restore your HP.
201:$415D	monster_meat_descriptions	<26>Demon Warrior Meat<26><br>Eat it to transform<br>into Demon Warrior.<br><26>Ability<26><br>Transforms into a Ghost<br>Warrior when defeated.
201:$41A1	monster_meat_descriptions	<26>Ghost Warrior Meat<26><br>Eat it to transform<br>into Ghost Warrior.<br><26>Ability<26><br>Can possess a monster.
201:$41DD	monster_meat_descriptions	<26>Scurry Egg Meat<26><br>Eat it to transform<br>into Scurry Egg.<br><26>Ability<26><br>Can move at double speed.
201:$420E	monster_meat_descriptions	<26>Schubell Meat<26><br>Eat it to transform<br>into Schubell.<br><26>Ability<26><br>Can summon one Level 1<br>monster. The summoned<br>monster acts as your<br>decoy for a while. Only one<br>decoy can exist at a time.
201:$4284	monster_meat_descriptions	<26>Floor Dragon Meat<26><br>Eat it to transform<br>into Floor Dragon.<br><26>Ability<26><br>Can burrow underground<br>and move two tiles ahead.
201:$42CA	monster_meat_descriptions	<26>Pumphantasm Meat<26><br>Eat it to transform<br>into Pumphantasm.<br><26>Ability<26><br>Can pass through walls.<br>Can also move over water.
201:$4312	monster_meat_descriptions	<26>Pop Tank Meat<26><br>Eat it to transform<br>into Pop Tank.<br><26>Ability<26><br>Can fire a cannon.<br>Moves at half speed.
201:$4358	monster_meat_descriptions	<26>Nigiri Morph Meat<26><br>Eat it to transform<br>into Nigiri Morph.<br><26>Ability<26><br>Defeated monsters<br>may drop an Onigiri.
201:$439D	monster_meat_descriptions	<26>Curse Girl Meat<26><br>Eat it to transform<br>into Curse Girl.<br><26>Ability<26><br>Eating Meat removes curses<br>from carried items. Items<br>inside Pots are unaffected.
201:$43F4	monster_meat_descriptions	<26>Gazer Meat<26><br>Eat it to transform<br>into Gazer.<br><26>Ability<26><br>Can make a monster<br>attack only backward.
201:$4439	monster_meat_descriptions	<26>Impact Boar Meat<26><br>Eat it to transform<br>into Impact Boar.<br><26>Ability<26><br>Can knock a target backward.
201:$4474	monster_meat_descriptions	<26>Boy Tank Meat<26><br>Eat it to transform<br>into Boy Tank.<br><26>Ability<26><br>Can shoot Iron Arrows.
201:$44AC	monster_meat_descriptions	<26>Slime Meat<26><br>Eat it to transform<br>into Slime.<br><26>Ability<26><br>Can lower a monster's<br>Attack and Defense.
201:$44EE	monster_meat_descriptions	<26>Porky Meat<26><br>Eat it to transform<br>into Porky.<br><26>Ability<26><br>Can throw rocks.
201:$4520	monster_meat_descriptions	<26>Dragon Meat<26><br>Eat it to transform<br>into Dragon.<br><26>Ability<26><br>Can breathe fire.
201:$4554	monster_meat_descriptions	<26>Cell Armor Meat<26><br>Eat it to transform<br>into Cell Armor.<br><26>Ability<26><br>Can knock away a target's<br>held item. Works only<br>once on each monster. Can<br>also move over water.
201:$45C0	monster_meat_descriptions	<26>Death Reaper Meat<26><br>Eat it to transform<br>into Death Reaper.<br><26>Ability<26><br>Can attack twice. Can<br>also move over water.
201:$4607	monster_meat_descriptions	<26>Bad Froggo Meat<26><br>Eat it to transform<br>into Bad Froggo.<br><26>Ability<26><br>Can steal Gitan and warp<br>away. Cannot attack. Can steal<br>only once from each monster.
201:$4664	monster_meat_descriptions	<26>Mutaikon Meat<26><br>Eat it to transform<br>into Mutaikon.<br><26>Ability<26><br>Can throw Poison Grass.
201:$469E	monster_meat_descriptions	<26>Gawkulus Meat<26><br>Eat it to transform<br>into Gawkulus.<br><26>Ability<26><br>Can confuse a monster.
201:$46D5	monster_meat_descriptions	<26>Doze Mage Meat<26><br>Eat it to transform<br>into Doze Mage.<br><26>Ability<26><br>Can put a monster to sleep.
201:$470F	monster_meat_descriptions	<26>Bad Zalokleft Meat<26><br>Eat it to transform<br>into Bad Zalokleft.<br><26>Ability<26><br>Can steal a target's held item<br>and warp away. If the floor<br>has a shop, the item becomes<br>merchandise. Can steal only<br>once from each monster.
201:$478E	monster_meat_descriptions	<26>Sip Leech Meat<26><br>Eat it to transform<br>into Sip Leech.<br><26>Ability<26><br>Eating Meat<br>restores 1 Strength.
201:$47D2	monster_meat_descriptions	<26>Wily Tanuki Meat<26><br>Eat it to transform<br>into Wily Tanuki.<br><26>Ability<26><br>Can become a Pot and<br>hide from monsters.
201:$481F	monster_meat_descriptions	<26>Ether Devil Meat<26><br>Eat it to transform<br>into Ether Devil.<br><26>Ability<26><br>Can become invisible. Absorbs<br>and nullifies Staff magic.
201:$486C	monster_meat_descriptions	<26>Soldier Ant Meat<26><br>Eat it to transform<br>into Soldier Ant.<br><26>Ability<26><br>Can dig through walls.
201:$489F	monster_meat_descriptions	<26>Skull Mage Meat<26><br>Eat it to transform<br>into Skull Mage.<br><26>Ability<26><br>Can use a Staff with<br>various effects.
201:$48E2	monster_meat_descriptions	<26>Rock Head Meat<26><br>Eat it to transform<br>into Rock Head.
201:$4906	monster_meat_descriptions	<26>Lamp Puffer Meat<26><br>Eat it to transform<br>into Lamp Puffer.<br><26>Ability<26><br>Use the ability on a monster<br>to restore Fullness. Returns<br>to normal after one use.
201:$4974	monster_meat_descriptions	<26>Explochin Meat<26><br>Eat it to transform<br>into Explochin.<br><26>Ability<26><br>Eating this Meat activates<br>self-destruct. You<br>explode after a while!
201:$49CD	monster_meat_descriptions	<26>Crow Tengu Meat<26><br>Eat it to transform<br>into Crow Tengu.
201:$49F1	monster_meat_descriptions	<26>Wolf Droid Meat<26><br>Eat it to transform<br>into Wolf Droid.<br><26>Ability<26><br>Can throw bombs.
201:$4A27	monster_meat_descriptions	<26>Ironhead Meat<26><br>Eat it to transform<br>into Ironhead.<br><26>Ability<26><br>Can attack up to<br>two tiles away.
201:$4A65	monster_meat_descriptions	<26>Bat Kangaroo Meat<26><br>Eat it to transform<br>into Bat Kangaroo.<br><26>Ability<26><br>Can enrage a monster.
201:$4AA2	monster_meat_descriptions	<26>Mini Mixer Meat<26><br>Eat it to transform<br>into Mini Mixer.<br><26>Ability<26><br>Eat an item underfoot<br>to Synthesize it in your<br>stomach. Categories cannot<br>be mixed. Your stomach<br>holds two items. Return<br>to normal to retrieve it.
201:$4B2E	monster_meat_descriptions	<26>Snacky Meat<26><br>Eat it to transform<br>into Snacky.<br><26>Ability<26><br>Moves at half speed.
201:$4B65	monster_meat_descriptions	<26>Trap Genin Meat<26><br>Eat it to transform<br>into Trap Genin.
201:$4B85	monster_meat_descriptions	<26>Bored Kappa Meat<26><br>Eat it to transform<br>into Bored Kappa.<br><26>Ability<26><br>Can throw the item underfoot.
201:$4BBE	monster_meat_descriptions	<26>Sheep Priest Meat<26><br>Eat it to transform<br>into Sheep Priest.<br><26>Ability<26><br>Can halve a monster's Attack.
201:$4C03	monster_meat_descriptions	<26>Punter Scarab Meat<26><br>Eat it to transform<br>into Punter Scarab.<br><26>Ability<26><br>Can throw the monster<br>ahead at another monster.<br>Cannot throw very far.
201:$4C6A	monster_meat_descriptions	<26>Gyadon Meat<26><br>Eat it to transform<br>into Gyadon.<br><26>Ability<26><br>Can move over water.
201:$4CA0	monster_meat_descriptions	<26>Samuraidon Meat<26><br>Eat it to transform<br>into Samuraidon.<br><26>Ability<26><br>Can reflect part of an attack.
201:$4CDD	monster_meat_descriptions	<26>Squid King Meat<26><br>Eat it to transform<br>into Squid King.<br><26>Ability<26><br>Can blind a monster.
201:$4D15	monster_meat_descriptions	<26>Baby Mage Meat<26><br>Eat it to transform<br>into Baby Mage.<br><26>Ability<26><br>Can use a Switching Staff.
